Editor ID;Form ID;Count;Users;Name;Script;Water Type;Model;Size;Quest Object
BMTabithaRhondaFixedTalkTrigger;000E9C23;1;0;Gas Valve;BMTabithaRhondaFixedTalkTriggerSCRIPT;;;326;No
BMBoulder1PushTrigger02;000EA4C3;1;0;Gas Valve;BMBoulder1PushScript02;;;766;No
BMRockslide2Trigger;000EAB01;1;0;Gas Valve;BMRockslide2Script;;;1283;No
BMMissileAmbushTrigger;000EAB02;1;0;Gas Valve;;;;1807;No
BMRockslide3Trigger;000EAB03;1;0;Gas Valve;BMRockslide3Script;;;683;No
REPHQTourSign04;000EACAE;1;1;"Nuclear Family!";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign05;000EACAF;1;1;"Ready, Set, Launch!";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign06;000EACB0;1;1;"Rockets Away!";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign07;000EACB1;1;1;"Needlenose";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign08;000EACB2;1;1;"Big Fat Fiery Fred";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign09;000EACB3;1;1;"Green Bean";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign10;000EACB4;1;1;"Watch Your Step!";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign11;000EACB5;1;1;"The 'I' in 'Eyebot'";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign12;000EACB6;1;1;"The 'Hand' in 'Handy'";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign13;000EACB7;1;1;"It's Got Wheels!";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
REPHQTourSign14;000EACB8;1;1;"Our Rich, Rich Solar System";RepHQTourSignScript;;Architecture\Urban\MuseumRotunda\MuseumPlaque01.NIF;50;No
VVault11ExterminationHallMusicCueTrigger;000EB14D;1;0;Gas Valve;VVault11ExterminationHallMusicCueSCRIPT;;;202;No
BMVintageRadioBMR;000EB3F2;7;0;Radio;BMVintageRadioBMRScript;;clutter\vintageradio\vintageradio01.nif;30;No
BMRadioPoleSpeaker;000EB3F3;16;0;;BMVintageRadioBMRScript;;dungeons\vaultruined\accessories\vloudspeakersr01.nif;35;No
VVault11GearDoorControlPanel;000EBFF6;2;0;Vault Door Control Pod;VVault11GearDoorControlSCRIPT;;Dungeons\Vault\Accessories\ControlPanelVault01.NIF;68;No
BMNeilJumpTrigger;000EC044;1;0;Gas Valve;BMNeilJumpTriggerScript;;;839;No
BMDJBoothEntryTrigger;000EC045;1;0;Gas Valve;BMDJBoothEntryScript;;;212;No
VVexNCRdeactivator;000EE063;1;0;Gas Valve;VickyVanceExNCRdespawn;;;255;No
Vault22DoorGlow;000EE492;1;0;;Vault22EmScript;;dungeons\vaultruined\VaultDoorGlow.NIF;355;No
V22TrapGasFire01;000EF40A;102;1;;V22TrapGasSCRIPT;;Traps\TrapGasFire01.NIF;255;No
ProperBurialCorpseActivator;000EFB76;2;0;ProperBurialCorpseActivatorREF;VMcCarranCorpseActivatorScript;;;960;No
V22ScareMantis1Trigger;000F08FF;3;0;Gas Valve;V22ScareMantisScript;;;167;No
HectorTrigger;000F0A44;1;0;Hector Pump Station Trigger;HectorTriggerScript;;;171;No
REPHQDialogueActivator;000F18E2;3;0;;REPHQDialogueActivatorScript;;;55;No
ChompsLewisTrigger;000F1935;1;0;ChompsLewisTrigger;;;;974;No
V03EntranceTrigger;000F26EB;2;0;;V03EntranceTriggerScript;;;255;No
V03DoorControlPanel;000F2DF8;2;0;Vault Door Control Pad;V03ControlPodScript;;Dungeons\Vault\Accessories\ControlPanelVault01.NIF;68;No
V3ExitTrigger;000F2DF9;1;0;;V03ExitTriggerScript;;;78;No
V22MantisEnableTrigger;000F3D4A;1;0;Gas Valve;V22MantisEnableScript;;;160;No
V22cMushroomMantisScareTrigger;000F3D4D;1;0;Gas Valve;V22cMushroomMantisScareScript;;;317;No
V22KeelyElevatorTrigger;000F4558;1;0;Gas Valve;V22KeelyElevatorScript;;;166;No
V22DoorIsLockedTrigger;000F51F0;1;0;Gas Valve;V22DoorIsLockedScript;;;176;No
McCarranFoodProcessor;000F5759;1;0;Industrial Food Processor;VFreeformMcCarranKitchenScript;;Clutter\ElectricBox\ElectricBox1.NIF;122;No
McCarranFoodProcessorAttachment;000F575A;2;0;Industrial Food Processor;;;Clutter\QuestItems\MS04MutagenTank01.NIF;75;No
GunRunnerEnterTrigger;000F5E4A;1;0;Gun Runner Enter Trigger;GunRunnerEnterTriggerScript;;;302;No
GunRunnerExitTrigger;000F5E4D;1;0;Gun Runner Exit Trigger;GunRunnerExitTriggerScript;;;302;No
VMcCarranControlTowerTrigger;000F6277;1;0;Control Tower Trigger;VMcCarranControlTowerTriggerSCRIPT;;;709;No
VMcCarranCurtisTowerWarpTrigger;000F6279;1;0;CurtisTowerWarp (Up);VMcCarranCurtisWarpTriggerSCRIPT;;;186;No
VMS08BombGarbageCanTrigger;000F8283;1;0;;VMS08BombGarbageCanTriggerSCRIPT;;;190;No
VMS08BombVent;000F828E;2;0;Vent;VMS08BombVentSCRIPT;;architecture\McCarran\NVMonoRailCarVent.NIF;25;No
VMS08TrainExitTrigger;000F8292;1;0;Train Exit;VMS08TrainExitTriggerSCRIPT;;;1256;No
VMS08CrenshawFootlockerTrigger;000F8296;1;0;;VMS08CrenshawFootlockerTriggerSCRIPT;;;241;No
VMS13NoteTrigger;000F95C8;1;0;VMS13 Note Trigger;VMS13NoteTriggerScript;;;187;No
V22Cave2DoorBusterTrap;000F98A2;1;1;;V22Cave2DoorBusterTrapScript;;Traps\TrapGasFire01.NIF;255;No
V22MushroomDoorBusterTrap01;000F98A3;1;1;;V22MushroomDoorBusterTrap01Script;;Traps\TrapGasFire01.NIF;255;No
V22MushroomDoorBusterTrap02;000F98A4;1;1;;V22MushroomDoorBusterTrap02Script;;Traps\TrapGasFire01.NIF;255;No
V22KeelyElevatorConversationTrigger;000F9D91;1;0;Gas Valve;V22KeelyElevatorConversationScript;;;206;No
VFreeformMcCarran2BoydInterrogationTrigger;000FA741;1;0;Gas Valve;VFreeformMcCarran2BoydInterrogationTriggerSCRIPT;;;139;No
VFreeformMcCarran2BoydExitTrigger;000FA744;1;0;;VFreeformMcCarran2BoydExitTriggerSCRIPT;;;194;No
CoyoteTobaccoPickable;000FB0EE;90;0;Coyote Tobacco;CoyoteTobaccoScript;;landscape\trees\NVCoyoteTobacco.NIF;43;No
VFreeformMcCarran2InterrogationRoomTrigger;000FB328;1;0;Gas Valve;VFreeformMcCarran2InterrogationRoomTriggerSCRIPT;;;351;No
VFreeformMcCarran2InterrogationRoomExitTrigger;000FB4DF;1;0;Gas Valve;VFreeformMcCarran2InterrogationRoomExitTriggerSCRIPT;;;344;No
VMcCarranMonorailWarning1Trigger;000FC201;1;0;Gas Valve;VMcCarranMonorailWarning1TriggerSCRIPT;;;603;No
VMcCarranMonorailWarning2Trigger;000FC202;1;0;Gas Valve;VMcCarranMonorailWarning2TriggerSCRIPT;;;375;No
VMS08CurtisAmbushTrigger;000FD11B;1;0;;VMS08CurtisAmbushTriggerSCRIPT;;;523;No
VFreeformMcCarranContrerasEnableTrigger;000FDA86;1;0;Gas Valve;VFreeformMcCarranContrerasEnableTriggerSCRIPT;;;795;No
McCarranObstacleCourse1;000FE1C6;3;0;;VMcCarranObstacleCourse1Script;;;360;No
VFreeformMcCarran2SilusExitTrigger;000FE95D;1;0;;VFreeformMcCarran2SilusExitTriggerSCRIPT;;;161;No
ElReyMotelRoom01Note;000FE9F5;1;0;Threatening Note;ElReyMotelRoom01NoteScript;;clutter\junk\paper02.nif;11;No
CleanWaterValve;000FEB9F;9;0;Water Valve;;d1PurifiedWater0r30h;Architecture\Wasteland\WaterTowerPipes01.NIF;199;No
trapDukeNeonFactory02;000FED53;1;0;;NeonFactoryDuke02ShotSCRIPT;;;219;No
trapDukeNeonFactory03;000FED54;1;0;;NeonFactoryDuke03ShotSCRIPT;;;277;No
trapDukeNeonFactory01;000FED55;1;0;;NeonFactoryDuke01ShotSCRIPT;;;312;No
trapDukeNeonFactory04;000FED56;1;0;;NeonFactoryDuke04ShotSCRIPT;;;244;No
NellisEntranceActivator;000FF579;1;0;Nellis Entrance Trigger;NellisFrontGateScript;;;864;No
dmgHotSteel;000FFB2E;4;0;;SteelMillHotSteelScript;;;146;No
dmgHotSteel02;000FFCDC;1;0;;SteelMillHotSteelScript02;;;103;No
NellisArtilleryActivatorEntrance;001003B3;3;0;Nellis Artillery;NellisArtilleryScript;;;6316;No
VMS15BallastActivator;00100631;2;0;Ballast Deployable Location;B29BallastScript;;vehicles\B29\B29_BalloonGhost.NIF;87;Yes
VMS15BallastDeployer;00100632;1;0;Ballast Detonator;VMS15BallastDeployerScript;;dungeons\vault\accessories\controlpanelvault01.nif;68;Yes
PowderGangRanchNote;00101CB2;1;0;Powder Ganger Note;BoulderCityNoteScript;;clutter\junk\paper02.nif;11;No
VintageRadioNVStartON;00101F43;26;0;Radio;VintageRadioStartOnSCRIPT;;Clutter\VintageRadio\VintageRadio01.NIF;30;No
NellisGeneratorPowerSwitch;001022D6;1;0;Generator Main Power Switch;NellisGeneratorSwitchesScript;;Clutter\ElectricalSwitch02.NIF;25;Yes
NellisGeneratorPowerSwitch02;001022D7;1;0;Electrical Switch;NellisPowerSwitchScript;;Clutter\ElectricalSwitch02.NIF;25;No
NellisGeneratorPowerSwitch01;001022D8;1;0;Electrical Switch;NellisPowerSwitchScript;;Clutter\ElectricalSwitch02.NIF;25;No
FiendAmbushTrigger;001024C5;1;0;Fiend Ambush Trigger;FiendAmbushTriggerScript;;;357;No
NellisGeneratorSetup;00102AB0;1;0;Nellis Generator Setup;NellisGeneratorSetupScript;;;251;No
NVSignCasaMadridActivator;00104004;2;0;;NewVegasLightScript;;architecture\urban\signage\NV_SignCasaMadrid.NIF;492;No
NVSignElReyActivator;0010415A;1;0;;NewVegasLightScript;;architecture\urban\signage\NV_SignElRey.NIF;288;No
NVSignElReyFLActivator;0010415B;1;0;;NewVegasLightScript;;architecture\urban\signage\NV_SignElRey_FL.NIF;287;No
NVMcCarranSignActivator;0010415C;2;0;;NVMcCarranSignActivatorScript;;architecture\McCarran\NV_McCarran-Sign.NIF;838;No
NVSignCasaMadridFLActivator;0010415D;2;0;;NewVegasLightScript;;architecture\urban\signage\NV_SignCasaMadrid_FL.NIF;492;No
NVSignMonteCarloActivator;0010415F;1;0;;NewVegasLightScript;;architecture\urban\signage\NV_SignMonteCarlo.NIF;327;No
NellisSonicEmitterRadio;0010418C;1;0;Sonic Emitter;NellisSonicEmitterKillScript;;Clutter\HamRadio\hamradio.NIF;40;Yes
NellisGeneratorAntMound;0010418D;1;0;Ant Mound;NellisGeneratorAntMoundScript;;dungeons\caves\doors\antmounddoor01.nif;519;No
VCG01VigorTesterTrigger;00104C07;1;0;Vigor Tester Trigger;VCG01VigorTesterTriggerSCRIPT;;;166;No
VCG01VigorTester;00104C0A;1;0;Vit-o-matic Vigor Tester;VCG01VigorTesterSCRIPT;;architecture\Goodsprings\NV_VitoMaticVigorTester_Cabinet02.NIF;0;No
NellisAFBMissTrigger;0010518F;17;0;;NellisArtilleryMissScript;;Architecture\Wasteland\WaterTowerPipes01.NIF;7448;No
GSJoeCobbTrigger;0010521D;1;0;Joe Cobb Dialogue Trigger;GSJoeCobbTriggerScript;;;204;No
GSBrokenSMG;00105231;1;0;Broken 9mm Submachine Gun;GSBrokenSMGScript;;weapons\2handautomatic\9mmSMG.NIF;19;No
GSChemistrySet;00105234;2;0;Chemistry Set;GSChemistrySetScript;;clutter\lab\chemistryexperiment01.nif;0;No
CGMedLightGenerator;0010548A;1;0;;;;Clutter\ElectricBox\Generator01.NIF;41;No
VCG01DocMitchellCouchTrigger;001055B6;1;0;CouchTrigger;VCG01DocMitchellCouchTriggerSCRIPT;;;161;No
VCG01SkullBrahminActivator;001057EA;1;0;;VCG01BrahminSkullSCRIPT;;clutter\skeleton\brahminskull.nif;27;No
VMS15RisingPlane;00105850;1;0;;VMS15RisingPlaneSCRIPT;;vehicles\B29\B29_RiseAnim.NIF;3393;Yes
SSHQAllenMarksTrigger;00105965;1;0;Gas Valve;SSHQAllenMarksTriggerScript;;;166;No
VCG01DocMitchellChairTrigger;00105BCC;1;0;;VCG01DocMitchellChairTriggerSCRIPT;;;92;No
NellisSolarReflectorActivator;001064D2;5;0;Broken Solar Reflector;NellisBrokenArrayScript;;architecture\HELIOS_One\NV_HeliosOne_SolarBrkSingle01.NIF;176;No
GSDocMitchellExitTrigger;00107232;1;0;Gas Valve;GSDocMitchellExitTriggerScript;;;192;No
GoodspringsRadio;00109085;1;0;Radio;GoodspringsRadioScript;;Clutter\VintageRadio\VintageRadio01.NIF;30;No
HoneyMesquitePickable;001093CE;277;0;Honey Mesquite;HoneyMesquiteScript;;landscape\trees\NVHoneyMesquite.NIF;107;No
BananaYuccaPickable;001093CF;236;0;Banana Yucca;BananaYuccaScript;;landscape\trees\NVBananaYucca.NIF;77;No
NellisResetMarker;001093D0;1;0;Nellis Reset Marker;NellisResetMarkerScript;;;59;No
NellisFireTrigger;001095C3;1;0;Gas Valve;NellisBonfireScript;;;26;No
JukeBoxDirtyNV;0010973F;1;0;Jukebox;VintageRadioStartOnSCRIPT;;clutter\jukebox\jukeboxDirtyNV.nif;83;No
PowderGangerCampNote01;0010A13C;1;0;Powder Ganger Note;PowderGangerCamp01SCRIPT;;clutter\junk\paper02.nif;11;No
PowderGangerCampNote02;0010A143;1;0;Powder Ganger Note;PowderGangerCamp02SCRIPT;;clutter\junk\paper02.nif;11;No
PowderGangerCampNote03;0010A149;1;0;Powder Ganger Note;PowderGangerCamp03SCRIPT;;clutter\junk\paper02.nif;0;No
VCG02SunnyPatrolTrigger;0010A1F5;1;0;;VCG02SunnyPatrolTriggerSCRIPT;;;323;No
CGHouseLights;0010A21F;6;0;;CGHouseLightsScript;;Clutter\ElectricBox\Generator01.NIF;41;No
AttackedCaravanTrigger;0010A728;1;0;AttackedCaravanTrigger;AttackedCaravanTriggerSCRIPT;;;138;No
BarrelCactusPickable;0010AB6D;206;0;Barrel Cactus;BarrelCactusScript;;trees\barrel_cactus\NV_barrelcactus01.NIF;37;No
PricklyPearCactusPickable;0010AB6F;253;0;Prickly Pear Cactus;PricklyPearCactusScript;;trees\prickly_pear_cactus\NV_pricklypearcactus.NIF;77;No
NevadaAgavePickable;0010AB71;253;0;Nevada Agave;NevadaAgaveScript;;trees\nevada_agave\NV_nevadaagave01.NIF;23;No
GSRingoDialogueTrigger;0010ABAE;1;0;Ringo Dialogue Trigger;GSRingoDialogueTriggerScript;;;167;No
RSFoxtrotQuestTRIG;0010E018;1;0;RS Foxtrot Quest Testing Starting Trigger;;;;162;No
VFSNorthGateBodyguardTrigger;0010E70E;2;0;Gas Valve;VFSNorthGateBodyguardScript;;;475;No
PipboyLightTutorialTrigger;001132EA;2;0;Pipboy Light Tutorial Trigger;PipboyLightTutorialTriggerScript;;;218;No
VMS22CamTargetTrigger;001136AF;2;0;;VMS22CamTargetScript;;Effects\ForceFieldFX\ForceFieldRightImpact01.NIF;690;No
VMS22CamTargetTrigger02;001136B1;7;0;;VMS22CamTargetScript;;Effects\ForceFieldFX\ForceFieldRightImpact02.NIF;616;No
BCMonroeDialogueTrigger;00113C0A;1;0;Monroe Dialogue Trigger;;;;417;No
VCG04Activator;001164A2;1;0;VCG04 Activator;VCG04ActivatorScript;;;151;Yes
VMS18InvestigatorTrigger;00116895;1;0;;VMS18InvestigatorTriggerSCRIPT;;;236;No
VFSPacerAttacksSupplyTrigger;00116C5E;1;0;Gas Valve;VFSPacerAttacksSupplyScript;;;167;No
VMS18WhiteGloveAmbushTrigger;00116F14;1;0;Gas Valve;VMS18WhiteGloveAmbushTriggerSCRIPT;;;448;No
VTopsAmbushTrigger;0011750B;2;0;Tops Ambush Trigger;VTopsAmbushTriggerSCRIPT;;;452;No
VMS23StartTrig;00117E75;5;0;;VMS23StartTrigSCRIPT;;;447;No
VMS18CookingStation;0011834A;1;0;Cooking Station;VMS18CookingStationSCRIPT;;furniture\cookingstove.nif;75;No
VMS18Wine;0011834F;2;0;Wine;VMS18WineSCRIPT;;clutter\food\winebottle01.nif;12;No
BoulderCityNote;001188CF;1;0;Ranger Holodisk;PowderGangRanchNoteScript;;clutter\holodisk\holodisk01.nif;10;No
VFSOrrisConcernedTrigger;00118A7D;1;0;Gas Valve;VFSOrrisConcernedScript;;;1232;No
VFSOrrisDetourTrigger02;00118A7E;1;0;Gas Valve;VFSOrrisDetour02Script;;;918;No
VFSOrrisEndTrigger;00118A7F;1;0;Gas Valve;VFSOrrisEndScript;;;1353;No
VFSOrrisAmbushTrigger;00118A80;1;0;Gas Valve;VFSOrrisAmbushScript;;;740;No
VFSVisitorTrigger;00118E7C;2;0;Gas Valve;VFSVisitorScript;;;91;No
VTopsBennyIntroTrigger;001190A4;4;0;Benny Intro Trigger;VTopsBennyIntroTriggerSCRIPT;;;381;No
VMS21SalsTrigger;00119483;1;0;Cachino Trigger;VMS21SalsTriggerScript;;;198;No
VFSWranglerTouristDisableTrigger;001194CD;1;0;Gas Valve;VFSTouristVanishScript;;;323;No
VFSSupplyDropHouseTrigger;001194CE;1;0;Gas Valve;VFSSupplyDropHouseScript;;;199;No
VFSTouristVanishTrigger;001194CF;1;0;Gas Valve;VFSTouristVanishScript;;;505;No
VMS18TedReturnTrigger;00119506;1;0;Gas Valve;VMS18TedReturnTriggerSCRIPT;;;329;No
VFSVegasGateStopCombatVolume;0011978B;1;0;Gas Valve;VFSVegasGateStopCombatSCRIPT;;;7220;No
VFSVegasAnnihilationVolume;0011978C;1;0;Gas Valve;VFSVegasGreeterSCRIPT;;;802;No
VTopsBennysSuiteTrigger;001197B9;2;0;Benny's Suite Trigger;VTopsBennysSuiteTriggerSCRIPT;;;533;No
VFSSecuritronGreeterActivator;00119869;1;0;Gas Valve;VFSSecuritronGreeterActivatorSCRIPT;;;578;Yes
VMS18GourmandAccessTrigger;001199CE;2;0;;VMS18GourmandAccessTriggerSCRIPT;;;183;No
VMS18InvestigatorRoomTrigger;001199E0;1;0;;VMS18InvestigatorRoomTriggerSCRIPT;;;170;No
VFSSquatterAreaTrigger;0011A026;4;0;Gas Valve;VFSSquatterAreaScript;;;2023;No
VMQTopsSecuritonMSGTrgA;0011A067;1;0;;VMQTopsSecuritronMsgTrigASCRIPT;;;257;No
VMQTopsSecuritonMSGTrgB;0011A068;2;0;;VMQTopsSecuritronMsgTrigBSCRIPT;;;263;No
VMS18MortimerSpeakTrigger;0011A10A;1;0;Gas Valve;VMS18MortimerSpeakTriggerSCRIPT;;;171;No
VMS18PhilippeTrappedTrigger;0011A210;1;0;Gas Valve;VMS18PhilippeTrappedTriggerSCRIPT;;;236;No
VFSOrrisConversationTrigger;0011A29C;5;0;Gas Valve;VFSOrrisConversationScript;;;1690;No
VFSOrrisMistakenTrigger;0011A29D;1;0;Gas Valve;VFSOrrisMistakenScript;;;1346;No
VFSOrrisLeavesTrigger;0011A29E;8;0;Gas Valve;VFSOrrisLeavesScript;;;5854;No
MAElecSwitch01;0011A57B;1;0;Light Switch;VMS22LightSwitch01;;clutter\genelecswitch02.nif;14;No
BoulderCityMemorialTriggerDUPLICATE000;0011A8D5;3;0;;BoulderCityMemorialTriggerScript;;effects\forcefieldfx\forcefieldleftimpact01.nif;688;No
Lucky38Lights;0011B03C;1;0;;;;_LasVegasMeshes\Lucky38\lucky38_NULL.nif;0;No
VMS18ToggleKitchenLockTrigger;0011B158;2;0;;VMS18ToggleKitchenLockTriggerSCRIPT;;;166;No
VVault21SwitchPlayerRoom;0011B40F;1;0;Light Switch;VVault21LightSwitch01;;Dungeons\Vault\Accessories\VControlPanel03.NIF;21;No
VMS21Container;0011BC86;4;0;Barrel;VMS21GunRoomTriggerScript;;clutter\crate\cratelarge01.nif;174;Yes
VFSNorthGateExitTrigger;0011BCB4;2;0;Gas Valve;VFSNorthGateExitScript;;;498;No
VFSEncounterControllerTrigger;0011BCB5;1;0;Gas Valve;VFSEncounterControllerScript;;;134;No
VFSEastGateExitTrigger;0011BCB6;3;0;Gas Valve;VFSEastGateExitScript;;;525;No
Lucky38SignGlow;0011BCF9;5;0;;Lucky38LightScript;;architecture\Strip\Lucky38SignGlow.NIF;1829;No
SilverRushSignGlow;0011BEDD;4;0;;Lucky38LightScript;;architecture\Strip\SilverRushSignGlow.NIF;467;No
VMS23SCrockerDialogTrig;0011C0BB;1;0;;VMS23CrockerDialogTrigScript;;;521;No
VMS21BigSalRoomTrigger;0011C238;1;0;Bis Sal Room Trigger;VMS21BigSalRoomTriggerScript;;Architecture\Wasteland\WaterTowerPipes01.NIF;469;No
StripLightBeamAct;0011C902;68;0;;;;effects\ambient\FXLightBeamNVStrip.nif;1216;No
VFSOrrisAfterCombatDialogTrigger;0011CABF;1;0;Gas Valve;;;;801;No
VFSSecuritronWarningActivator;0011CB50;1;0;Gas Valve;VFSSecuritronGreeterWarningSCRIPT;;;730;No
VFSOrrisGamblerLeavingTalkTrigger;0011CD4A;2;0;Gas Valve;VFSOrrisGamblerLeavingTalkScript;;;579;No
UltraLuxSignGlow;0011D231;2;0;;;;architecture\Strip\UltraLuxSignGlow.NIF;241;No
VFreeformTheStreet01SuitCountTrigger;0011D240;2;0;;VFreeformTheStreet01SuitCountScript;;;344;No
VMS18EndPatrollerFollowTrigger;0011D5A8;2;0;;VMS18EndPatrollerFollowTriggerSCRIPT;;;338;No
VMS18KitchenFollowResetTrigger;0011D5AC;2;0;;VMS18KitchenFollowResetTriggerSCRIPT;;;307;No
VMS18KitchenPatrollerMembersOnlyTrigger;0011D7C4;1;0;;VMS18KitchenPatrollerMembersOnlyTriggerSCRIPT;;;205;No
Vault21SignLights;0011E389;4;0;;VVault21LightScript;;architecture\Strip\NV_Vault21_Sign_Lights.NIF;932;No
TheTopsSignLights;0011E498;7;0;;VVault21LightScript;;architecture\Strip\NV_TheTops-Sign_Lights.NIF;1125;No
VCG01RemoveDocCarebearModeTrigger;0011E65F;1;0;;VCG01RemoveDocCarebearModeTriggerSCRIPT;;;188;No
VVault21RoomRentTrigger;0011E6B4;2;0;;VVault21RentedRoomScript;;;217;No
VVault21MartinaBedClothesTrigger;0011E6B5;2;0;;VVault21MartinaBedScript;;;115;No
VMS21SalRoomTrigger;0011E756;1;0;Gas Valve;;;;420;No
VCG01CasualHardcoreMessageActivate;0011F292;1;0;Choose Game Mode;VCG01CasualHardcoreMessageSCRIPT;;clutter\junk\paper02.nif;11;No
VVault21FluffNPCMoveTrigger01;0011F434;6;0;;VVault21FluffNPCTriggerMove01;;;154;No
VVault21FluffNPCMoveTrigger01b;0011F435;6;0;;VVault21FluffNPCTriggerMove01b;;;169;No
VVault21FluffNPCTimeOff;0011F436;1;0;;VVault21FluffNPCTimeOff01;;;199;No
VVault21FluffNPCTimeOn;0011F437;1;0;;VVault21FluffNPCTimeOn01;;;179;No
FistoPod01;0011F8BD;5;0;;;;Clutter\ProtectronPod\ProtectronPod01.NIF;134;No
VFSPacerJet;001205B9;1;0;Pacer's Jet Stash;VFSPacerJetScript;;clutter\junk\cigarettecarton01.nif;20;No
VFSKingStageAreaEnterTrigger;001206FA;1;0;Gas Valve;;;;185;No
VFSKingStageApproachTrigger;001206FB;1;0;Gas Valve;;;;474;No
VMS21ClandenSafeTrigger;00120851;1;0;Gas Valve;VMS21ClandenSafeTriggerScript;;;354;No
VMS21GomorrahMPTrigger;00120852;1;0;Gas Valve;VMS21GomorrahMPTriggerScript;;;413;No
KingsSign;00120DC6;3;0;;Lucky38LightScript;;clutter\Kings\KingsSign.NIF;1182;No
NVRouletteTable02;001210BC;1;0;Roulette Table;NVRouletteTableScript;;clutter\casino\RouletteTable02.NIF;0;No
VStreetFluffNPCMoveTriggerToStation;001228CC;1;0;;VStreetFluffNPCTriggerMoveStation;;;293;No
VStreetFluffNPCMoveTriggerToFreesideGate;001228D0;1;0;;VStreetFluffNPCTriggerMoveFreesideGate;;;468;No
UpgradeSecuritronTrigger;00122C2C;1;0;Upgrade Securitron;SecuritronTrigger2;;;625;No
ActivateEmilyTrigger;001238D5;2;0;;ActivateEmilySCRIPT;;;2015;No
VFSWaterPump;00123C8E;2;0;Water Valve;VFSWaterPumpSCRIPT;d1PurifiedWater0r30h;Architecture\Wasteland\WaterTowerPipes01.NIF;199;No
VFSWaterPumpBarkActivator;00123C92;2;0;Gas Valve;VFSWaterPumpBarkSCRIPT;;;256;No
DefaultDisableLinkTrigger;00124124;1;0;;DefaultDisableLinkOnTriggerEnterSCRIPT;;;292;No
VFSVanGraffIntroTrigger;00124251;1;0;Gas Valve;VFSVanGraffIntroScript;;;578;No
VFSVolunteerPushTrigger;00124252;1;0;Gas Valve;VFSVolunteerPushScript;;;179;No
VFSSilverRushExitTrigger;001251C7;1;0;Gas Valve;VFSSilverRushExitScript;;;177;No
VFSSilverRushPlayerGuardTrigger;001251C8;1;0;Gas Valve;VFSSilverRushPlayerGuardScript;;;120;No
WeatherStationConsole;00125218;1;0;Console;WeatherStationConsoleScript;;Clutter\Consoles\Console01.NIF;80;No
VMS18HeckGundersonBed;00125B1F;1;0;Bed;VMS18HeckGundersonBedSCRIPT;;furniture\hotel\hotelqueenbed01.nif;116;No
VMS18HeckGundersonSinkActivator;00125B29;1;0;Sink;VMS18HeckGundersonSinkSCRIPT;;clutter\bathroom\NV_UltraLuxSink.NIF;52;No
FortHowitzer;00125C2A;1;0;Howitzer;FortHowitzerScript;;vehicles\NVNellisArtillery\NVNellisArtillery.NIF;632;No
VMS21ThermiteDetonator;00125F46;1;0;Detonator;VMS21ThermiteDetonatorScript;;Clutter\GenElecSwitch01.NIF;18;No
GomorrahExitTrigger;00125F4A;1;0;Gas Valve;GomorrahExitTriggerScript;;;363;No
VVMS21aJoanaRoomTriggerVolume;00126400;1;0;;VMS21aJoanaRoomTrigger01;;;283;No
HouseInnerSecretTriggerREF;001264C0;1;0;HouseInnerSecretTrigger;HouseInnerSecretSCRIPT;;;99;No
HouseOuterSecretTriggerREF;001264C2;1;0;HouseOuterSecretTrigger;HouseOuterSecret02SCRIPT;;;190;No
VVMS21aJoanaBedTriggerVolume;001264D4;3;0;;VMS21JoanaBedScript;;;127;No
VVMS21aJoanaCourtyardTriggerVolume;00126F3F;2;0;;VMS21aJoanaCourtyardTrigger01;;;200;No
VFSLegionWHAmbushTrigger;00127095;4;0;Gas Valve;;;;326;No
VFSWarehouseGovernorTrigger;001270A3;1;0;Gas Valve;VFSWarehouseGovernorScript;;;178;No
VMSRSCharlieDestroyedTrigger;001271D9;1;0;VMSRSCharlieDestroyedTrigger;VMSRSCharlieDestryoedTriggerSCRIPT;;;695;No
VVMS21aJoanaEscapeStripTrigger;0012745F;1;0;;VMS21aJoanaFleeTheStripTrigger;;;183;No
VVMS21aCarlitosFSGreetTriggerVolume;00127469;1;0;;VMS21aCarlitosFSGreetTrigger;;;521;No
VVMS21aCarlitosFSAppearTriggerVolume;0012746A;1;0;;VMS21aCarlitosFSAppearTrigger;;;521;No
GomorrahCasinoEnterTrigger;00127952;1;0;Gas Valve;GomorrahCasinoEnterTriggerScript;;;460;No
